dt,sale_amount,product_id,name_products,tipo_producto_app,store_id,first_category_id,second_category_id,third_category_id,discount,holiday_flag,activity_flag,mes,dia_mes,dia_semana,fin_semana,horas_con_stock,venta_lag_1,venta_lag_7,venta_promedio_7d,venta_promedio_14d,stock_lag_1
2024-04-14,69.09,001,Metotrexato 500mg,Clinico,0,20,50,24,0.999,1,0,4,14,6,1,4,68.87,68.99,68.82000000000001,66.18857142857142,2.0
2024-04-15,67.91,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,15,0,0,3,69.09,68.8,68.83428571428571,66.17857142857143,4.0
2024-04-16,68.99,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,16,1,0,0,67.91,69.76,68.70714285714287,66.13214285714285,3.0
2024-04-17,68.73,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,17,2,0,2,68.99,69.58,68.59714285714286,66.15071428571429,0.0
2024-04-18,68.73,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,18,3,0,2,68.73,66.47,68.47571428571429,66.33571428571429,2.0
2024-04-19,69.76,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,19,4,0,2,68.73,69.27,68.79857142857144,66.27714285714286,2.0
2024-04-20,68.28,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,4,20,5,1,3,69.76,68.87,68.86857142857143,66.39,2.0
2024-04-21,69.8,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,4,21,6,1,4,68.28,69.09,68.78428571428572,68.80214285714285,3.0
2024-04-22,68.64,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,22,0,0,3,69.8,67.91,68.88571428571429,68.86,4.0
2024-04-23,68.05,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,23,1,0,4,68.64,68.99,68.99,68.84857142857143,3.0
2024-04-24,68.18,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,24,2,0,2,68.05,68.73,68.85571428571428,68.72642857142857,4.0
2024-04-25,67.41,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,25,3,0,0,68.18,68.73,68.77714285714286,68.62642857142858,2.0
2024-04-26,68.87,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,26,4,0,3,67.41,69.76,68.58857142857143,68.69357142857143,0.0
2024-04-27,68.92,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,4,27,5,1,0,68.87,68.28,68.46142857142857,68.665,3.0
2024-04-28,68.18,001,Metotrexato 500mg,Clinico,0,20,50,24,0.996,1,0,4,28,6,1,1,68.92,69.8,68.55285714285715,68.66857142857143,0.0
2024-04-29,68.39,001,Metotrexato 500mg,Clinico,0,20,50,24,0.992,0,0,4,29,0,0,1,68.18,68.64,68.32142857142857,68.60357142857143,1.0
2024-04-30,68.64,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,4,30,1,0,1,68.39,68.05,68.28571428571429,68.63785714285714,1.0
2024-05-01,68.64,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,5,1,2,0,2,68.64,68.18,68.37,68.61285714285715,1.0
2024-05-02,66.47,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,5,2,3,0,3,68.64,67.41,68.43571428571428,68.60642857142857,2.0
2024-05-03,68.39,001,Metotrexato 500mg,Clinico,0,20,50,24,0.993,1,0,5,3,4,0,3,66.47,68.87,68.30142857142857,68.44500000000001,3.0
2024-05-04,68.56,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,5,4,5,1,3,68.39,68.92,68.23285714285714,68.34714285714286,3.0
2024-05-05,69.66,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,5,5,6,1,1,68.56,68.18,68.18142857142858,68.36714285714287,3.0
2024-05-06,67.41,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,6,0,0,4,69.66,68.39,68.39285714285714,68.35714285714286,1.0
2024-05-07,69.65,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,7,1,0,1,67.41,68.64,68.25285714285714,68.26928571428572,4.0
2024-05-08,65.74,001,Metotrexato 500mg,Clinico,0,20,50,24,0.991,0,0,5,8,2,0,3,69.65,68.64,68.39714285714285,68.38357142857143,1.0
2024-05-09,68.39,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,9,3,0,0,65.74,66.47,67.98285714285714,68.20928571428571,3.0
2024-05-10,69.3,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,10,4,0,0,68.39,68.39,68.25714285714285,68.2792857142857,0.0
2024-05-11,69.3,001,Metotrexato 500mg,Clinico,0,20,50,24,0.995,1,0,5,11,5,1,1,69.3,68.56,68.38714285714285,68.31,0.0
2024-05-12,69.09,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,5,12,6,1,2,69.3,69.66,68.49285714285715,68.33714285714287,1.0
2024-05-13,68.18,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,13,0,0,2,69.09,67.41,68.41142857142857,68.40214285714286,2.0
2024-05-14,68.56,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,14,1,0,0,68.18,69.65,68.52142857142857,68.38714285714285,2.0
2024-05-15,68.73,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,15,2,0,3,68.56,65.74,68.36571428571429,68.38142857142857,0.0
2024-05-16,68.39,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,16,3,0,0,68.73,68.39,68.79285714285714,68.38785714285714,3.0
2024-05-17,68.47,001,Metotrexato 500mg,Clinico,0,20,50,24,0.994,0,0,5,17,4,0,3,68.39,69.3,68.79285714285713,68.525,0.0
2024-05-18,69.52,001,Metotrexato 500mg,Clinico,0,20,50,24,0.996,1,0,5,18,5,1,3,68.47,69.3,68.67428571428572,68.5307142857143,3.0
2024-05-19,69.65,001,Metotrexato 500mg,Clinico,0,20,50,24,0.996,1,0,5,19,6,1,0,69.52,69.09,68.70571428571428,68.59928571428573,3.0
2024-05-20,68.87,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,20,0,0,2,69.65,68.18,68.78571428571429,68.59857142857143,0.0
2024-05-21,69.41,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,21,1,0,2,68.87,68.56,68.88428571428572,68.70285714285714,2.0
2024-05-22,69.37,001,Metotrexato 500mg,Clinico,0,20,50,24,0.991,0,0,5,22,2,0,0,69.41,68.73,69.00571428571428,68.68571428571428,2.0
2024-05-23,29.22,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,23,3,0,10,69.37,68.39,69.09714285714286,68.94500000000001,0.0
2024-05-24,67.59,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,24,4,0,0,29.22,68.47,63.50142857142857,66.14714285714287,10.0
2024-05-25,69.78,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,5,25,5,1,1,67.59,69.52,63.37571428571429,66.025,0.0
2024-05-26,69.82,001,Metotrexato 500mg,Clinico,0,20,50,24,0.999,1,0,5,26,6,1,2,69.78,69.65,63.41285714285715,66.05928571428572,1.0
2024-05-27,19.75,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,27,0,0,12,69.82,68.87,63.43714285714286,66.11142857142856,2.0
2024-05-28,19.75,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,28,1,0,14,19.75,69.41,56.42,62.652142857142856,12.0
2024-05-29,19.75,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,29,2,0,13,19.75,69.37,49.32571428571429,59.16571428571428,14.0
2024-05-30,68.99,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,30,3,0,2,19.75,29.22,42.237142857142864,55.66714285714285,13.0
2024-05-31,61.89,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,5,31,4,0,2,68.99,67.59,47.91857142857142,55.709999999999994,2.0
2024-06-01,68.05,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,6,1,5,1,1,61.89,69.78,47.104285714285716,55.24,2.0
2024-06-02,69.5,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,1,0,6,2,6,1,1,68.05,69.82,46.857142857142854,55.135,1.0
2024-06-03,69.29,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,6,3,0,0,0,69.5,19.75,46.811428571428564,55.12428571428571,1.0
2024-06-04,68.39,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,6,4,1,0,3,69.29,19.75,53.888571428571424,55.15428571428571,0.0
2024-06-05,68.8,001,Metotrexato 500mg,Clinico,0,20,50,24,0.982,0,0,6,5,2,0,0,68.39,19.75,60.83714285714286,55.08142857142857,3.0
2024-06-06,68.8,001,Metotrexato 500mg,Clinico,0,20,50,24,0.987,0,0,6,6,3,0,3,68.8,68.99,67.8442857142857,55.04071428571429,0.0
2024-06-07,67.68,001,Metotrexato 500mg,Clinico,0,20,50,24,0.984,0,0,6,7,4,0,0,68.8,61.89,67.81714285714285,57.86785714285714,3.0
2024-06-08,69.37,001,Metotrexato 500mg,Clinico,0,20,50,24,0.987,1,0,6,8,5,1,0,67.68,68.05,68.64428571428572,57.87428571428571,0.0
2024-06-09,69.52,001,Metotrexato 500mg,Clinico,0,20,50,24,0.986,1,0,6,9,6,1,2,69.37,69.5,68.83285714285715,57.84499999999999,0.0
2024-06-10,69.58,001,Metotrexato 500mg,Clinico,0,20,50,24,0.997,1,0,6,10,0,0,2,69.52,69.29,68.83571428571429,57.823571428571434,2.0
2024-06-11,69.37,001,Metotrexato 500mg,Clinico,0,20,50,24,0.979,0,0,6,11,1,0,1,69.58,68.39,68.87714285714286,61.38285714285714,2.0
2024-06-12,24.64,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,6,12,2,0,11,69.37,68.8,69.01714285714286,64.92714285714285,1.0
2024-06-13,19.75,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,6,13,3,0,10,24.64,68.8,62.70857142857143,65.27642857142857,11.0
2024-06-14,67.0,001,Metotrexato 500mg,Clinico,0,20,50,24,0.974,0,0,6,14,4,0,2,19.75,67.68,55.70142857142857,61.75928571428572,10.0
2024-06-15,69.23,001,Metotrexato 500mg,Clinico,0,20,50,24,0.989,1,0,6,15,5,1,0,67.0,69.37,55.604285714285716,62.12428571428571,2.0
2024-06-16,68.92,001,Metotrexato 500mg,Clinico,0,20,50,24,0.992,1,0,6,16,6,1,1,69.23,69.52,55.58428571428572,62.208571428571425,0.0
2024-06-17,69.13,001,Metotrexato 500mg,Clinico,0,20,50,24,0.993,0,0,6,17,0,0,1,68.92,69.58,55.49857142857143,62.167142857142856,1.0
2024-06-18,67.41,001,Metotrexato 500mg,Clinico,0,20,50,24,0.981,0,0,6,18,1,0,3,69.13,69.37,55.43428571428571,62.15571428571429,1.0
2024-06-19,66.47,001,Metotrexato 500mg,Clinico,0,20,50,24,0.976,0,0,6,19,2,0,3,67.41,24.64,55.15428571428571,62.08571428571429,3.0
2024-06-20,69.44,001,Metotrexato 500mg,Clinico,0,20,50,24,0.989,0,0,6,20,3,0,2,66.47,19.75,61.129999999999995,61.919285714285714,3.0
2024-06-21,69.41,001,Metotrexato 500mg,Clinico,0,20,50,24,0.992,0,0,6,21,4,0,1,69.44,67.0,68.22857142857143,61.964999999999996,2.0
2024-06-22,69.92,001,Metotrexato 500mg,Clinico,0,20,50,24,0.995,1,0,6,22,5,1,0,69.41,69.23,68.57285714285715,62.08857142857142,1.0
2024-06-23,69.83,001,Metotrexato 500mg,Clinico,0,20,50,24,0.994,1,0,6,23,6,1,3,69.92,68.92,68.67142857142856,62.12785714285714,0.0
2024-06-24,69.13,001,Metotrexato 500mg,Clinico,0,20,50,24,0.989,0,0,6,24,0,0,0,69.83,69.13,68.80142857142857,62.14999999999999,3.0
2024-06-25,69.27,001,Metotrexato 500mg,Clinico,0,20,50,24,1.0,0,0,6,25,1,0,0,69.13,67.41,68.80142857142857,62.11785714285714,0.0
2024-03-28,34.51,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,3,28,3,0,10,,,,,
2024-03-29,69.44,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,3,29,4,0,1,34.51,,34.51,34.51,10.0
2024-03-30,69.76,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,3,30,5,1,0,69.44,,51.974999999999994,51.974999999999994,1.0
2024-03-31,69.89,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,3,31,6,1,0,69.76,,57.90333333333333,57.90333333333333,0.0
2024-04-01,44.86,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,1,0,0,6,69.89,,60.9,60.9,0.0
2024-04-02,69.55,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,2,1,0,2,44.86,,57.69199999999999,57.69199999999999,6.0
2024-04-03,69.58,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,3,2,0,0,69.55,,59.66833333333333,59.66833333333333,2.0
2024-04-04,69.13,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,4,4,3,0,2,69.58,34.51,61.08428571428571,61.08428571428571,0.0
2024-04-05,69.3,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,4,5,4,0,1,69.13,69.44,66.03,62.089999999999996,2.0
2024-04-06,69.76,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,4,6,5,1,2,69.3,69.76,66.01,62.89111111111111,1.0
2024-04-07,69.34,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,7,6,1,0,69.76,69.89,66.01,63.577999999999996,2.0
2024-04-08,69.34,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,8,0,0,1,69.34,44.86,65.93142857142857,64.10181818181819,0.0
2024-04-09,68.73,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,9,1,0,1,69.34,69.55,69.42857142857143,64.53833333333334,1.0
2024-04-10,69.3,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,10,2,0,2,68.73,69.58,69.31142857142858,64.86076923076924,1.0
2024-04-11,69.41,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,11,3,0,0,69.3,69.13,69.27142857142857,65.17785714285715,2.0
2024-04-12,69.62,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,12,4,0,1,69.41,69.3,69.31142857142858,67.67071428571428,0.0
2024-04-13,69.87,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,4,13,5,1,0,69.62,69.76,69.35714285714286,67.68357142857143,1.0
2024-04-14,69.78,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,4,14,6,1,1,69.87,69.34,69.37285714285714,67.69142857142857,0.0
2024-04-15,69.73,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,15,0,0,0,69.78,69.34,69.43571428571428,67.68357142857143,1.0
2024-04-16,69.69,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,16,1,0,0,69.73,68.73,69.49142857142859,69.46,0.0
2024-04-17,68.8,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,17,2,0,0,69.69,69.3,69.62857142857142,69.47,0.0
2024-04-18,68.05,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,18,3,0,2,68.8,69.41,69.55714285714285,69.41428571428571,0.0
2024-04-19,69.34,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,19,4,0,0,68.05,69.62,69.36285714285715,69.33714285714287,2.0
2024-04-20,69.93,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,4,20,5,1,2,69.34,69.87,69.32285714285715,69.34,0.0
2024-04-21,69.59,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,4,21,6,1,2,69.93,69.78,69.33142857142857,69.35214285714287,2.0
2024-04-22,69.55,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,22,0,0,1,69.59,69.73,69.30428571428571,69.37,2.0
2024-04-23,69.44,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,23,1,0,2,69.55,69.69,69.27857142857142,69.385,1.0
2024-04-24,69.37,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,24,2,0,4,69.44,68.8,69.24285714285715,69.43571428571428,2.0
2024-04-25,69.41,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,25,3,0,1,69.37,68.05,69.32428571428572,69.44071428571428,4.0
2024-04-26,69.44,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,26,4,0,0,69.41,69.34,69.51857142857143,69.4407142857143,1.0
2024-04-27,69.72,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,4,27,5,1,0,69.44,69.93,69.53285714285714,69.42785714285715,0.0
2024-04-28,69.05,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,4,28,6,1,2,69.72,69.59,69.50285714285714,69.41714285714286,0.0
2024-04-29,69.3,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,29,0,0,2,69.05,69.55,69.42571428571429,69.365,2.0
2024-04-30,68.47,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,4,30,1,0,1,69.3,69.44,69.39,69.33428571428571,2.0
2024-05-01,69.55,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,1,2,0,1,68.47,69.37,69.25142857142858,69.24714285714285,1.0
2024-05-02,69.05,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,2,3,0,1,69.55,69.41,69.27714285714285,69.30071428571429,1.0
2024-05-03,68.99,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,3,4,0,0,69.05,69.44,69.22571428571429,69.37214285714286,1.0
2024-05-04,69.09,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,4,5,1,2,68.99,69.72,69.16142857142857,69.34714285714286,0.0
2024-05-05,69.94,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,5,6,1,1,69.09,69.05,69.07142857142857,69.28714285714285,2.0
2024-05-06,69.05,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,6,0,0,2,69.94,69.3,69.19857142857143,69.31214285714286,1.0
2024-05-07,68.87,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,7,1,0,3,69.05,68.47,69.16285714285713,69.27642857142857,2.0
2024-05-08,69.19,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,8,2,0,2,68.87,69.55,69.22,69.2357142857143,3.0
2024-05-09,69.09,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,9,3,0,3,69.19,69.05,69.16857142857143,69.22285714285714,2.0
2024-05-10,69.76,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,10,4,0,1,69.09,68.99,69.17428571428572,69.2,3.0
2024-05-11,69.41,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,11,5,1,0,69.76,69.09,69.28428571428572,69.22285714285714,1.0
2024-05-12,69.9,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,12,6,1,2,69.41,69.94,69.33,69.20071428571428,0.0
2024-05-13,66.75,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,13,0,0,0,69.9,69.05,69.32428571428572,69.26142857142858,2.0
2024-05-14,69.44,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,14,1,0,3,66.75,68.87,68.99571428571429,69.0792857142857,0.0
2024-05-15,69.64,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,15,2,0,1,69.44,69.19,69.07714285714286,69.14857142857143,3.0
2024-05-16,68.05,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,16,3,0,2,69.64,69.09,69.14142857142858,69.155,1.0
2024-05-17,69.8,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,17,4,0,0,68.05,69.76,68.99285714285715,69.08357142857143,2.0
2024-05-18,69.44,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,18,5,1,1,69.8,69.41,68.99857142857142,69.14142857142858,0.0
2024-05-19,69.92,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,19,6,1,2,69.44,69.9,69.00285714285715,69.16642857142857,1.0
2024-05-20,69.47,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,20,0,0,0,69.92,66.75,69.00571428571428,69.165,2.0
2024-05-21,69.37,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,21,1,0,0,69.47,69.44,69.39428571428572,69.19500000000001,0.0
2024-05-22,69.05,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,22,2,0,1,69.37,69.64,69.38428571428571,69.23071428571428,0.0
2024-05-23,69.34,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,23,3,0,0,69.05,68.05,69.3,69.2207142857143,1.0
2024-05-24,68.05,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,24,4,0,3,69.34,69.8,69.48428571428572,69.23857142857143,0.0
2024-05-25,69.89,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,25,5,1,1,68.05,69.44,69.23428571428572,69.11642857142857,3.0
2024-05-26,69.75,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,5,26,6,1,1,69.89,69.92,69.29857142857142,69.15071428571429,1.0
2024-05-27,68.28,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,27,0,0,1,69.75,69.47,69.27428571428571,69.14,1.0
2024-05-28,69.41,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,28,1,0,0,68.28,69.37,69.10428571428572,69.24928571428572,1.0
2024-05-29,69.37,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,29,2,0,0,69.41,69.05,69.11,69.24714285714286,0.0
2024-05-30,69.27,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,30,3,0,4,69.37,69.34,69.15571428571428,69.22785714285715,0.0
2024-05-31,69.41,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,5,31,4,0,4,69.27,68.05,69.14571428571428,69.31500000000001,4.0
2024-06-01,69.34,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,6,1,5,1,1,69.41,69.89,69.34,69.28714285714285,4.0
2024-06-02,69.73,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,6,2,6,1,1,69.34,69.75,69.26142857142858,69.28,1.0
2024-06-03,68.92,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,6,3,0,0,2,69.73,68.28,69.25857142857143,69.26642857142858,1.0
2024-06-04,68.92,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,6,4,1,0,1,68.92,69.41,69.35,69.22714285714285,2.0
2024-06-05,69.13,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,6,5,2,0,0,68.92,69.37,69.28,69.195,1.0
2024-06-06,67.76,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,6,6,3,0,2,69.13,69.27,69.24571428571429,69.20071428571428,0.0
2024-06-07,68.28,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,6,7,4,0,2,67.76,69.41,69.03,69.08785714285715,2.0
2024-06-08,68.64,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,6,8,5,1,3,68.28,69.34,68.86857142857143,69.10428571428572,2.0
2024-06-09,69.09,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,6,9,6,1,3,68.64,69.73,68.76857142857143,69.015,3.0
2024-06-10,69.19,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,1,0,6,10,0,0,2,69.09,68.92,68.67714285714285,68.96785714285714,3.0
2024-06-11,68.05,002,Ciclofosfamida 1g,Clinico,0,4,28,1,1.0,0,0,6,11,1,0,2,69.19,68.92,68.71571428571428,69.03285714285714,2.0
